Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2016-02-10 Kl. 02-03;0,19296;0,19296;0,19296;0,15437;0,19296
2016-02-10 Kl. 03-04;0,19284;0,19284;0,19284;0,15427;0,19284
2016-02-10 Kl. 04-05;0,19440;0,19440;0,19440;0,15552;0,19440
2016-02-10 Kl. 05-06;0,20235;0,20235;0,20235;0,16188;0,20235
2016-02-10 Kl. 06-07;0,21969;0,21969;0,21969;0,17575;0,21969
2016-02-10 Kl. 07-08;0,23641;0,23641;0,23641;0,18220;0,23641
2016-02-10 Kl. 08-09;0,24063;0,24063;0,24063;0,18779;0,24063
2016-02-10 Kl. 09-10;0,24195;0,24195;0,24195;0,19356;0,24195
2016-02-10 Kl. 10-11;0,24340;0,24340;0,26181;0,20945;0,24340
2016-02-10 Kl. 11-12;0,24039;0,24039;0,25531;0,20425;0,24039
2016-02-10 Kl. 12-13;0,23895;0,23895;0,23895;0,19116;0,23895
2016-02-10 Kl. 13-14;0,23714;0,23714;0,23714;0,18971;0,23714
2016-02-10 Kl. 14-15;0,23823;0,23823;0,24051;0,19241;0,23823
2016-02-10 Kl. 15-16;0,23678;0,23678;0,23678;0,18942;0,23678
2016-02-10 Kl. 16-17;0,23895;0,23895;0,25074;0,20059;0,23895
2016-02-10 Kl. 17-18;0,24051;0,24051;0,37714;0,30171;0,24051
2016-02-10 Kl. 18-19;0,24088;0,24088;0,34560;0,27648;0,24088
2016-02-10 Kl. 19-20;0,24015;0,24015;0,24026;0,18624;0,24015
2016-02-10 Kl. 20-21;0,23376;0,23376;0,23376;0,18567;0,23376
2016-02-10 Kl. 21-22;0,22679;0,22679;0,22679;0,18143;0,22679
2016-02-10 Kl. 22-23;0,21595;0,21595;0,21595;0,17276;0,21595
2016-02-10 Kl. 23-00;0,20716;0,20716;0,20716;0,16573;0,20716
2016-02-11 Kl. 00-01;0,21280;0,21280;0,21280;0,17024;0,21280
2016-02-11 Kl. 01-02;0,20968;0,20968;0,20968;0,16774;0,20968
2016-02-11 Kl. 02-03;0,20306;0,20306;0,20306;0,16245;0,20306
2016-02-11 Kl. 03-04;0,20379;0,20379;0,20379;0,16303;0,20379
2016-02-11 Kl. 04-05;0,21208;0,21208;0,21208;0,16966;0,21208
2016-02-11 Kl. 05-06;0,21736;0,21736;0,21736;0,17389;0,21736
2016-02-11 Kl. 06-07;0,23453;0,23453;0,23453;0,18503;0,23453
2016-02-11 Kl. 07-08;0,24823;0,24823;0,24823;0,19637;0,24823
2016-02-11 Kl. 08-09;0,25735;0,25735;0,24858;0,19886;0,25735
2016-02-11 Kl. 09-10;0,25183;0,25183;0,25183;0,20146;0,25183
2016-02-11 Kl. 10-11;0,24750;0,24750;0,24750;0,19800;0,24750
2016-02-11 Kl. 11-12;0,24378;0,24378;0,24378;0,19502;0,24378
2016-02-11 Kl. 12-13;0,24114;0,24114;0,24090;0,19272;0,24114
2016-02-11 Kl. 13-14;0,24065;0,24065;0,24065;0,19252;0,24065
2016-02-11 Kl. 14-15;0,23934;0,23934;0,23934;0,19147;0,23934
2016-02-11 Kl. 15-16;0,23861;0,23861;0,23861;0,19089;0,23861
2016-02-11 Kl. 16-17;0,24138;0,24138;0,24138;0,19310;0,24138
2016-02-11 Kl. 17-18;0,24774;0,24774;0,24234;0,19387;0,24774
2016-02-11 Kl. 18-19;0,25003;0,25003;0,24210;0,19368;0,25003
2016-02-11 Kl. 19-20;0,24546;0,24546;0,24005;0,19204;0,24546
2016-02-11 Kl. 20-21;0,23934;0,23934;0,23754;0,19003;0,23934
2016-02-11 Kl. 21-22;0,23249;0,23249;0,23249;0,18599;0,23249
2016-02-11 Kl. 22-23;0,22216;0,22216;0,22216;0,17773;0,22216
2016-02-11 Kl. 23-00;0,21484;0,21484;0,21484;0,17187;0,21484
2016-02-12 Kl. 00-01;0,21739;0,21739;0,21739;0,17391;0,21739
2016-02-12 Kl. 01-02;0,21496;0,21496;0,21496;0,17197;0,21496
2016-02-12 Kl. 02-03;0,21375;0,21375;0,21375;0,17100;0,21375
2016-02-12 Kl. 03-04;0,21533;0,21533;0,21533;0,17226;0,21533
2016-02-12 Kl. 04-05;0,21824;0,21824;0,21824;0,17459;0,21824
2016-02-12 Kl. 05-06;0,22345;0,22345;0,22345;0,17876;0,22345
2016-02-12 Kl. 06-07;0,23873;0,23873;0,23873;0,18749;0,23873
2016-02-12 Kl. 07-08;0,35258;0,35258;0,24358;0,19486;0,35258
2016-02-12 Kl. 08-09;0,43769;0,43769;0,23909;0,19127;0,43769
2016-02-12 Kl. 09-10;0,41041;0,41041;0,23836;0,19069;0,27086
2016-02-12 Kl. 10-11;0,40726;0,40726;0,23909;0,19127;0,26589
2016-02-12 Kl. 11-12;0,29620;0,29620;0,23776;0,19021;0,26383
2016-02-12 Kl. 12-13;0,25389;0,25389;0,23715;0,18972;0,25389
2016-02-12 Kl. 13-14;0,24989;0,24989;0,23558;0,18846;0,24989
2016-02-12 Kl. 14-15;0,24346;0,24346;0,23509;0,18807;0,24346
2016-02-12 Kl. 15-16;0,24091;0,24091;0,23266;0,18613;0,24091
2016-02-12 Kl. 16-17;0,24613;0,24613;0,23328;0,18662;0,24613
2016-02-12 Kl. 17-18;0,25691;0,25691;0,23606;0,18885;0,25691
2016-02-12 Kl. 18-19;0,25680;0,25680;0,23000;0,18400;0,25680
2016-02-12 Kl. 19-20;0,24819;0,24819;0,23181;0,18545;0,24819
2016-02-12 Kl. 20-21;0,23764;0,23764;0,23243;0,18594;0,23764
2016-02-12 Kl. 21-22;0,23098;0,23098;0,23098;0,18478;0,23098
2016-02-12 Kl. 22-23;0,22430;0,22430;0,22430;0,17944;0,22430
2016-02-12 Kl. 23-00;0,21824;0,21824;0,21824;0,17459;0,21824
2016-02-13 Kl. 00-01;0,22261;0,22261;0,22261;0,17809;0,22261
2016-02-13 Kl. 01-02;0,21839;0,21839;0,21839;0,17471;0,21839
2016-02-13 Kl. 02-03;0,21500;0,21500;0,21500;0,17200;0,21500
2016-02-13 Kl. 03-04;0,21560;0,21560;0,21560;0,17248;0,21560
2016-02-13 Kl. 04-05;0,21658;0,21658;0,21658;0,17326;0,21658
2016-02-13 Kl. 05-06;0,21911;0,21911;0,21911;0,17529;0,21911
2016-02-13 Kl. 06-07;0,21645;0,21645;0,21645;0,17316;0,21645
2016-02-13 Kl. 07-08;0,22020;0,22020;0,22020;0,17616;0,22020
2016-02-13 Kl. 08-09;0,22165;0,22165;0,22165;0,17732;0,22165
2016-02-13 Kl. 09-10;0,22926;0,22926;0,22926;0,18341;0,22926
2016-02-13 Kl. 10-11;0,23144;0,23144;0,23144;0,18515;0,23144
2016-02-13 Kl. 11-12;0,23095;0,23095;0,23095;0,18476;0,23095
2016-02-13 Kl. 12-13;0,22805;0,22805;0,22805;0,18244;0,22805
2016-02-13 Kl. 13-14;0,22479;0,22479;0,22479;0,17983;0,22479
2016-02-13 Kl. 14-15;0,22419;0,22419;0,22419;0,17935;0,22419
2016-02-13 Kl. 15-16;0,22383;0,22383;0,22383;0,17906;0,22383
2016-02-13 Kl. 16-17;0,23216;0,23216;0,23216;0,18573;0,23216
2016-02-13 Kl. 17-18;0,24763;0,24763;0,24763;0,19810;0,24763
2016-02-13 Kl. 18-19;0,24799;0,24799;0,24799;0,19839;0,24799
2016-02-13 Kl. 19-20;0,23724;0,23724;0,23724;0,18979;0,23724
2016-02-13 Kl. 20-21;0,23095;0,23095;0,23095;0,18476;0,23095
2016-02-13 Kl. 21-22;0,22419;0,22419;0,22419;0,17935;0,22419
2016-02-13 Kl. 22-23;0,21826;0,21826;0,21826;0,17461;0,21826
2016-02-13 Kl. 23-00;0,20895;0,20895;0,20895;0,16716;0,20895
2016-02-14 Kl. 00-01;0,20661;0,20661;0,20661;0,16529;0,20661
2016-02-14 Kl. 01-02;0,20215;0,20215;0,20215;0,16172;0,20215
2016-02-14 Kl. 02-03;0,19950;0,19950;0,19950;0,15960;0,19950
2016-02-14 Kl. 03-04;0,19878;0,19878;0,19878;0,15902;0,19878
2016-02-14 Kl. 04-05;0,20034;0,20034;0,20034;0,16027;0,20034
2016-02-14 Kl. 05-06;0,20288;0,20288;0,20288;0,16230;0,20288
2016-02-14 Kl. 06-07;0,20420;0,20420;0,20420;0,16336;0,20420
2016-02-14 Kl. 07-08;0,20384;0,20384;0,20384;0,16307;0,20384
2016-02-14 Kl. 08-09;0,20649;0,20649;0,20649;0,16519;0,20649
2016-02-14 Kl. 09-10;0,21155;0,21155;0,21155;0,16924;0,21155
2016-02-14 Kl. 10-11;0,21324;0,21324;0,21324;0,17059;0,21324
2016-02-14 Kl. 11-12;0,21505;0,21505;0,21505;0,17204;0,21505
2016-02-14 Kl. 12-13;0,21324;0,21324;0,21324;0,17059;0,21324
2016-02-14 Kl. 13-14;0,20903;0,20903;0,20903;0,16722;0,20903
2016-02-14 Kl. 14-15;0,20288;0,20288;0,21011;0,16809;0,20288
2016-02-14 Kl. 15-16;0,20649;0,20649;0,21264;0,17011;0,20649
2016-02-14 Kl. 16-17;0,21240;0,21240;0,21590;0,17272;0,21240
2016-02-14 Kl. 17-18;0,21674;0,21674;0,22783;0,18226;0,21674
2016-02-14 Kl. 18-19;0,22976;0,22976;0,22976;0,18381;0,22976
2016-02-14 Kl. 19-20;0,22554;0,22554;0,22554;0,18043;0,22554
2016-02-14 Kl. 20-21;0,22035;0,22035;0,22035;0,17628;0,22035
2016-02-14 Kl. 21-22;0,21638;0,21638;0,21638;0,17310;0,21638
2016-02-14 Kl. 22-23;0,21445;0,21445;0,21445;0,17156;0,21445
2016-02-14 Kl. 23-00;0,21119;0,21119;0,21119;0,16895;0,21119
2016-02-15 Kl. 00-01;0,20649;0,20649;0,20649;0,16519;0,20649
2016-02-15 Kl. 01-02;0,19926;0,19926;0,19926;0,15941;0,19926
2016-02-15 Kl. 02-03;0,19251;0,19251;0,19251;0,15401;0,19251
2016-02-15 Kl. 03-04;0,19564;0,19564;0,19564;0,15651;0,19564
2016-02-15 Kl. 04-05;0,20251;0,20251;0,20251;0,16201;0,20251
2016-02-15 Kl. 05-06;0,20903;0,20903;0,20903;0,16722;0,20903
2016-02-15 Kl. 06-07;0,22373;0,22373;0,22373;0,17898;0,22373
2016-02-15 Kl. 07-08;0,27858;0,27858;0,36079;0,28863;0,27858
2016-02-15 Kl. 08-09;0,35126;0,35126;0,35524;0,28419;0,35126
2016-02-15 Kl. 09-10;0,38176;0,38176;0,38176;0,30541;0,38176
2016-02-15 Kl. 10-11;0,29425;0,29425;0,36356;0,29085;0,29425
2016-02-15 Kl. 11-12;0,26183;0,26183;0,26424;0,21139;0,26183
2016-02-15 Kl. 12-13;0,24844;0,24844;0,24844;0,19875;0,24844
2016-02-15 Kl. 13-14;0,24265;0,24265;0,24265;0,19412;0,24265
2016-02-15 Kl. 14-15;0,23626;0,23626;0,23626;0,18901;0,23626
2016-02-15 Kl. 15-16;0,23374;0,23374;0,23374;0,18699;0,23374
2016-02-15 Kl. 16-17;0,24410;0,24410;0,24410;0,19528;0,24410
2016-02-15 Kl. 17-18;0,33198;0,33198;0,25856;0,20685;0,33198
2016-02-15 Kl. 18-19;0,35488;0,35488;0,25194;0,20155;0,35488
2016-02-15 Kl. 19-20;0,26749;0,26749;0,24893;0,19914;0,26749
2016-02-15 Kl. 20-21;0,23795;0,23795;0,23795;0,19036;0,23795
2016-02-15 Kl. 21-22;0,22795;0,22795;0,22795;0,18236;0,22795
2016-02-15 Kl. 22-23;0,22265;0,22265;0,22265;0,17812;0,22265
2016-02-15 Kl. 23-00;0,21505;0,21505;0,21505;0,17204;0,21505
2016-02-16 Kl. 00-01;0,21950;0,21950;0,21950;0,17560;0,21950
2016-02-16 Kl. 01-02;0,21853;0,21853;0,21853;0,17482;0,21853
2016-02-16 Kl. 02-03;0,21793;0,21793;0,21793;0,17434;0,21793
2016-02-16 Kl. 03-04;0,21998;0,21998;0,21998;0,17598;0,21998
2016-02-16 Kl. 04-05;0,22468;0,22468;0,22468;0,17974;0,22468
2016-02-16 Kl. 05-06;0,22805;0,22805;0,22805;0,18225;0,22805
2016-02-16 Kl. 06-07;0,28744;0,28744;0,28744;0,18369;0,28744
2016-02-16 Kl. 07-08;0,47151;0,47151;0,34526;0,27621;0,47151
2016-02-16 Kl. 08-09;0,49513;0,49513;0,50694;0,40555;0,49513
2016-02-16 Kl. 09-10;0,49465;0,49465;0,51103;0,40882;0,49465
2016-02-16 Kl. 10-11;0,44213;0,44213;0,44850;0,35880;0,44213
2016-02-16 Kl. 11-12;0,41658;0,41658;0,41995;0,33596;0,41658
2016-02-16 Kl. 12-13;0,37394;0,37394;0,37394;0,29915;0,37394
2016-02-16 Kl. 13-14;0,34443;0,34443;0,34443;0,27554;0,34443
2016-02-16 Kl. 14-15;0,26973;0,26973;0,31575;0,25260;0,26973
2016-02-16 Kl. 15-16;0,25733;0,25733;0,28793;0,23034;0,25733
2016-02-16 Kl. 16-17;0,25889;0,25889;0,30588;0,24470;0,25889
2016-02-16 Kl. 17-18;0,28081;0,28081;0,47538;0,38030;0,28081
2016-02-16 Kl. 18-19;0,32443;0,32443;0,32443;0,25954;0,32443
2016-02-16 Kl. 19-20;0,26720;0,26720;0,26720;0,21376;0,26720
2016-02-16 Kl. 20-21;0,23696;0,23696;0,23696;0,18957;0,23696
2016-02-16 Kl. 21-22;0,22624;0,22624;0,22624;0,18099;0,22624
2016-02-16 Kl. 22-23;0,21985;0,21985;0,21985;0,17588;0,21985
2016-02-16 Kl. 23-00;0,21130;0,21130;0,21130;0,16904;0,21130
2016-02-17 Kl. 00-01;0,20930;0,20930;0,20930;0,16744;0,20930
2016-02-17 Kl. 01-02;0,20654;0,20654;0,20654;0,16523;0,20654
2016-02-17 Kl. 02-03;0,20425;0,20425;0,20425;0,16340;0,20425
2016-02-17 Kl. 03-04;0,20606;0,20606;0,20606;0,16485;0,20606
2016-02-17 Kl. 04-05;0,21050;0,21050;0,21050;0,16840;0,21050
2016-02-17 Kl. 05-06;0,21446;0,21446;0,21446;0,17157;0,21446
2016-02-17 Kl. 06-07;0,22095;0,22095;0,22095;0,17676;0,22095
2016-02-17 Kl. 07-08;0,23501;0,23501;0,23501;0,18801;0,23501
2016-02-17 Kl. 08-09;0,24823;0,24823;0,24823;0,17955;0,24823
2016-02-17 Kl. 09-10;0,24078;0,24078;0,24078;0,17907;0,24078
2016-02-17 Kl. 10-11;0,23801;0,23801;0,23801;0,17878;0,23801
2016-02-17 Kl. 11-12;0,23069;0,23069;0,23069;0,17821;0,23069
2016-02-17 Kl. 12-13;0,22709;0,22709;0,22709;0,17792;0,22709
2016-02-17 Kl. 13-14;0,22613;0,22613;0,22613;0,17792;0,22613
2016-02-17 Kl. 14-15;0,22456;0,22456;0,22456;0,17792;0,22456
2016-02-17 Kl. 15-16;0,22444;0,22444;0,22444;0,17801;0,22444
2016-02-17 Kl. 16-17;0,22529;0,22529;0,22529;0,17801;0,22529
2016-02-17 Kl. 17-18;0,23429;0,23429;0,23429;0,17792;0,23429
2016-02-17 Kl. 18-19;0,23741;0,23741;0,23741;0,17792;0,23741
2016-02-17 Kl. 19-20;0,22756;0,22756;0,22756;0,17619;0,22756
2016-02-17 Kl. 20-21;0,22216;0,22216;0,22216;0,17282;0,22216
2016-02-17 Kl. 21-22;0,21891;0,21891;0,21891;0,17407;0,21891
2016-02-17 Kl. 22-23;0,21435;0,21435;0,21435;0,17148;0,21435
2016-02-17 Kl. 23-00;0,20966;0,20966;0,20966;0,16773;0,20966
2016-02-18 Kl. 00-01;0,21559;0,21559;0,21559;0,17228;0,21559
2016-02-18 Kl. 01-02;0,21739;0,21739;0,21739;0,17189;0,21739
2016-02-18 Kl. 02-03;0,21751;0,21751;0,21751;0,17160;0,21751
2016-02-18 Kl. 03-04;0,22075;0,22075;0,22075;0,17170;0,22075
2016-02-18 Kl. 04-05;0,22856;0,22856;0,22856;0,17199;0,22856
2016-02-18 Kl. 05-06;0,23565;0,23565;0,23565;0,17266;0,23565
2016-02-18 Kl. 06-07;0,24768;0,24768;0,24768;0,17449;0,24768
2016-02-18 Kl. 07-08;0,41664;0,41664;0,41664;0,18401;0,41664
2016-02-18 Kl. 08-09;0,46386;0,46386;0,46386;0,18439;0,46386
2016-02-18 Kl. 09-10;0,39933;0,39933;0,39933;0,18478;0,39933
2016-02-18 Kl. 10-11;0,30764;0,30764;0,30764;0,18391;0,30764
2016-02-18 Kl. 11-12;0,29250;0,29250;0,29250;0,18314;0,29250
2016-02-18 Kl. 12-13;0,28565;0,28565;0,28565;0,18016;0,28565
2016-02-18 Kl. 13-14;0,28625;0,28625;0,28625;0,18160;0,28625
2016-02-18 Kl. 14-15;0,27050;0,27050;0,27050;0,17958;0,27050
2016-02-18 Kl. 15-16;0,26281;0,26281;0,26281;0,17997;0,26281
2016-02-18 Kl. 16-17;0,27303;0,27303;0,27303;0,18045;0,27303
2016-02-18 Kl. 17-18;0,30908;0,30908;0,30908;0,18083;0,30908
2016-02-18 Kl. 18-19;0,30873;0,30873;0,30873;0,18016;0,30873
2016-02-18 Kl. 19-20;0,27328;0,27328;0,27328;0,17737;0,27328
2016-02-18 Kl. 20-21;0,24346;0,24346;0,24346;0,17776;0,24346
2016-02-18 Kl. 21-22;0,23818;0,23818;0,23818;0,17487;0,23818
2016-02-18 Kl. 22-23;0,22965;0,22965;0,22965;0,17314;0,22965
2016-02-18 Kl. 23-00;0,21823;0,21823;0,21823;0,17228;0,21823
2016-02-19 Kl. 00-01;0,21984;0,21984;0,21984;0,17016;0,21984
2016-02-19 Kl. 01-02;0,21591;0,21591;0,21591;0,16978;0,21591
2016-02-19 Kl. 02-03;0,21555;0,21555;0,21555;0,16959;0,21555
2016-02-19 Kl. 03-04;0,22066;0,22066;0,22066;0,16959;0,22066
2016-02-19 Kl. 04-05;0,22673;0,22673;0,22673;0,16978;0,22673
2016-02-19 Kl. 05-06;0,22578;0,22578;0,22578;0,17016;0,22578
2016-02-19 Kl. 06-07;0,24171;0,24171;0,24171;0,17064;0,24171
2016-02-19 Kl. 07-08;0,28986;0,28986;0,28986;0,17834;0,28986
2016-02-19 Kl. 08-09;0,42421;0,42421;0,42421;0,18062;0,42421
2016-02-19 Kl. 09-10;0,30556;0,30556;0,30556;0,18138;0,30556
2016-02-19 Kl. 10-11;0,28844;0,28844;0,28844;0,18119;0,28844
2016-02-19 Kl. 11-12;0,25479;0,25479;0,25479;0,18081;0,25479
2016-02-19 Kl. 12-13;0,24825;0,24825;0,24825;0,17701;0,24825
2016-02-19 Kl. 13-14;0,24278;0,24278;0,24278;0,17473;0,24278
2016-02-19 Kl. 14-15;0,24029;0,24029;0,24029;0,17368;0,24029
2016-02-19 Kl. 15-16;0,23660;0,23660;0,23660;0,17149;0,23660
2016-02-19 Kl. 16-17;0,23565;0,23565;0,23565;0,17206;0,23565
2016-02-19 Kl. 17-18;0,24016;0,24016;0,24016;0,17225;0,24016
2016-02-19 Kl. 18-19;0,24135;0,24135;0,24135;0,17168;0,24135
2016-02-19 Kl. 19-20;0,23671;0,23671;0,23671;0,17121;0,23671
2016-02-19 Kl. 20-21;0,22638;0,22638;0,22638;0,17102;0,22638
2016-02-19 Kl. 21-22;0,21698;0,21698;0,21698;0,17083;0,21698
2016-02-19 Kl. 22-23;0,21020;0,21020;0,21020;0,16816;0,21020
2016-02-19 Kl. 23-00;0,20271;0,20271;0,20640;0,16217;0,20271
2016-02-20 Kl. 00-01;0,21108;0,21108;0,21108;0,16886;0,21108
2016-02-20 Kl. 01-02;0,20046;0,20046;0,20440;0,16352;0,20046
2016-02-20 Kl. 02-03;0,18473;0,18473;0,20083;0,16066;0,18473
2016-02-20 Kl. 03-04;0,18509;0,18509;0,19975;0,15980;0,18509
2016-02-20 Kl. 04-05;0,18735;0,18735;0,19975;0,15980;0,18735
2016-02-20 Kl. 05-06;0,19034;0,19034;0,20178;0,16142;0,19034
2016-02-20 Kl. 06-07;0,19486;0,19486;0,21048;0,16714;0,19486
2016-02-20 Kl. 07-08;0,17960;0,17960;0,21084;0,16685;0,17960
2016-02-20 Kl. 08-09;0,18438;0,18438;0,21393;0,16704;0,18438
2016-02-20 Kl. 09-10;0,19129;0,19129;0,22036;0,16743;0,19129
2016-02-20 Kl. 10-11;0,19498;0,19498;0,22359;0,16771;0,19498
2016-02-20 Kl. 11-12;0,20261;0,20261;0,22168;0,16762;0,20261
2016-02-20 Kl. 12-13;0,20214;0,20214;0,22025;0,16743;0,20214
2016-02-20 Kl. 13-14;0,18998;0,18998;0,21799;0,16733;0,18998
2016-02-20 Kl. 14-15;0,18795;0,18795;0,21810;0,16733;0,18795
2016-02-20 Kl. 15-16;0,19129;0,19129;0,21941;0,16752;0,19129
2016-02-20 Kl. 16-17;0,19963;0,19963;0,21775;0,16781;0,19963
2016-02-20 Kl. 17-18;0,21905;0,21905;0,22215;0,17524;0,21905
2016-02-20 Kl. 18-19;0,22120;0,22120;0,22359;0,17696;0,22120
2016-02-20 Kl. 19-20;0,21750;0,21750;0,22251;0,17400;0,21750
2016-02-20 Kl. 20-21;0,20393;0,20393;0,22120;0,16771;0,20393
2016-02-20 Kl. 21-22;0,18783;0,18783;0,21416;0,16743;0,18783
2016-02-20 Kl. 22-23;0,17996;0,17996;0,21226;0,16733;0,17996
2016-02-20 Kl. 23-00;0,17639;0,17639;0,21011;0,16695;0,17639
2016-02-21 Kl. 00-01;0,18304;0,18304;0,20945;0,16194;0,18304
2016-02-21 Kl. 01-02;0,17768;0,17768;0,20826;0,16118;0,17768
2016-02-21 Kl. 02-03;0,17565;0,17565;0,20564;0,16004;0,17565
2016-02-21 Kl. 03-04;0,17744;0,17744;0,20421;0,15975;0,17744
2016-02-21 Kl. 04-05;0,17684;0,17684;0,20434;0,15975;0,17684
2016-02-21 Kl. 05-06;0,17780;0,17780;0,20958;0,15985;0,17780
2016-02-21 Kl. 06-07;0,18255;0,18255;0,21600;0,16042;0,18255
2016-02-21 Kl. 07-08;0,18578;0,18578;0,22325;0,16071;0,18578
2016-02-21 Kl. 08-09;0,18934;0,18934;0,22314;0,16080;0,18934
2016-02-21 Kl. 09-10;0,19803;0,19803;0,22278;0,16166;0,19803
2016-02-21 Kl. 10-11;0,20016;0,20016;0,22301;0,16604;0,20016
2016-02-21 Kl. 11-12;0,19826;0,19826;0,21933;0,16670;0,19826
2016-02-21 Kl. 12-13;0,19671;0,19671;0,21635;0,16670;0,19671
2016-02-21 Kl. 13-14;0,18994;0,18994;0,21529;0,16670;0,18994
2016-02-21 Kl. 14-15;0,18768;0,18768;0,21624;0,16670;0,18768
2016-02-21 Kl. 15-16;0,18649;0,18649;0,21695;0,16689;0,18649
2016-02-21 Kl. 16-17;0,18863;0,18863;0,22135;0,16718;0,18863
2016-02-21 Kl. 17-18;0,20600;0,20600;0,22409;0,16737;0,20600
2016-02-21 Kl. 18-19;0,22148;0,22148;0,22540;0,17718;0,22148
2016-02-21 Kl. 19-20;0,21659;0,21659;0,22456;0,17327;0,21659
2016-02-21 Kl. 20-21;0,20779;0,20779;0,22374;0,16737;0,20779
2016-02-21 Kl. 21-22;0,20016;0,20016;0,21766;0,16718;0,20016
2016-02-21 Kl. 22-23;0,19100;0,19100;0,21219;0,16728;0,19100
2016-02-21 Kl. 23-00;0,18244;0,18244;0,20969;0,16670;0,18244
2016-02-22 Kl. 00-01;0,19589;0,19589;0,21040;0,16147;0,19589
2016-02-22 Kl. 01-02;0,18673;0,18673;0,20540;0,16042;0,18673
2016-02-22 Kl. 02-03;0,18505;0,18505;0,20434;0,15994;0,18505
2016-02-22 Kl. 03-04;0,18720;0,18720;0,20529;0,16013;0,18720
2016-02-22 Kl. 04-05;0,19398;0,19398;0,21053;0,16080;0,19398
2016-02-22 Kl. 05-06;0,20755;0,19921;0,21493;0,16604;0,20755
2016-02-22 Kl. 06-07;0,21481;0,21481;0,21885;0,17185;0,21481
2016-02-22 Kl. 07-08;0,23991;0,23991;0,23991;0,18936;0,23991
2016-02-22 Kl. 08-09;0,24433;0,24433;0,24433;0,18660;0,24433
2016-02-22 Kl. 09-10;0,24278;0,24278;0,24278;0,18651;0,24278
2016-02-22 Kl. 10-11;0,24004;0,24004;0,24004;0,18622;0,24004
2016-02-22 Kl. 11-12;0,23694;0,23694;0,23694;0,18536;0,23694
2016-02-22 Kl. 12-13;0,23301;0,23301;0,23301;0,18603;0,23301
2016-02-22 Kl. 13-14;0,22945;0,22945;0,22945;0,18356;0,22945
2016-02-22 Kl. 14-15;0,22695;0,22695;0,22695;0,18156;0,22695
2016-02-22 Kl. 15-16;0,22885;0,22885;0,22885;0,18308;0,22885
2016-02-22 Kl. 16-17;0,23290;0,23290;0,23290;0,18632;0,23290
2016-02-22 Kl. 17-18;0,24123;0,24123;0,24123;0,18803;0,24123
2016-02-22 Kl. 18-19;0,24301;0,24301;0,24301;0,18793;0,24301
2016-02-22 Kl. 19-20;0,23933;0,23933;0,23933;0,18803;0,23933
2016-02-22 Kl. 20-21;0,23016;0,23016;0,23016;0,18413;0,23016
2016-02-22 Kl. 21-22;0,22314;0,22314;0,22314;0,17851;0,22314
2016-02-22 Kl. 22-23;0,21659;0,21659;0,21659;0,17327;0,21659
2016-02-22 Kl. 23-00;0,21040;0,21040;0,21208;0,16832;0,21040
2016-02-23 Kl. 00-01;0,21525;0,21525;0,21525;0,17220;0,21525
2016-02-23 Kl. 01-02;0,20644;0,20644;0,20644;0,16515;0,20644
2016-02-23 Kl. 02-03;0,20501;0,20501;0,20501;0,16401;0,20501
2016-02-23 Kl. 03-04;0,20786;0,20786;0,20786;0,16629;0,20786
2016-02-23 Kl. 04-05;0,21215;0,21215;0,21215;0,16972;0,21215
2016-02-23 Kl. 05-06;0,22714;0,22714;0,22714;0,18076;0,22714
2016-02-23 Kl. 06-07;0,23678;0,23678;0,23678;0,18847;0,23678
2016-02-23 Kl. 07-08;0,25059;0,25059;0,25059;0,19171;0,25059
2016-02-23 Kl. 08-09;0,25963;0,25963;0,25963;0,19333;0,25963
2016-02-23 Kl. 09-10;0,25236;0,25236;0,25236;0,19323;0,25236
2016-02-23 Kl. 10-11;0,24904;0,24904;0,24904;0,19285;0,24904
2016-02-23 Kl. 11-12;0,24678;0,24678;0,24678;0,19333;0,24678
2016-02-23 Kl. 12-13;0,24630;0,24630;0,24630;0,19295;0,24630
2016-02-23 Kl. 13-14;0,24546;0,24546;0,24546;0,19257;0,24546
2016-02-23 Kl. 14-15;0,24309;0,24309;0,24309;0,19257;0,24309
2016-02-23 Kl. 15-16;0,24083;0,24083;0,24083;0,19247;0,24083
2016-02-23 Kl. 16-17;0,24238;0,24238;0,24238;0,19190;0,24238
2016-02-23 Kl. 17-18;0,24939;0,24939;0,24939;0,19161;0,24939
2016-02-23 Kl. 18-19;0,25391;0,25391;0,25391;0,19114;0,25391
2016-02-23 Kl. 19-20;0,24738;0,24738;0,24738;0,19085;0,24738
2016-02-23 Kl. 20-21;0,24071;0,24071;0,24071;0,18809;0,24071
2016-02-23 Kl. 21-22;0,23203;0,23203;0,23203;0,18562;0,23203
2016-02-23 Kl. 22-23;0,22489;0,22489;0,22489;0,17991;0,22489
2016-02-23 Kl. 23-00;0,21299;0,21299;0,21299;0,17039;0,21299
2016-02-24 Kl. 00-01;0,21323;0,21323;0,21323;0,17058;0,21323
2016-02-24 Kl. 01-02;0,20164;0,20164;0,20164;0,16131;0,20164
2016-02-24 Kl. 02-03;0,20081;0,20081;0,20081;0,16065;0,20081
2016-02-24 Kl. 03-04;0,20199;0,20199;0,20199;0,16159;0,20199
2016-02-24 Kl. 04-05;0,21110;0,21110;0,21110;0,16888;0,21110
2016-02-24 Kl. 05-06;0,22363;0,22363;0,22363;0,17890;0,22363
